"Divide Order Weight","Podziel wagę zamówienia"
"Documents","Dokumenty"
"Domestic Shipment Days","Dni przesyłki krajowej"
"Domestic economy select","Wybór ekonomicznej krajowej"
"Domestic express","Krajowy ekspress"
"Drop Box","Skrzynka pocztowa"
"Dropoff","Dostawa"
"Easy shop","Łatwy zakup"
"Economy select","Wybór ekonomiczny"
"Empty response","Pusta odpowiedź"
"Enable Negotiated Rates","Włącz negocjowalne stawki"
"Enabled for Checkout","Włącz dla zamówienia"
"Enables/Disables SSL verification of Magento server by UPS.","Włącz/wyłącz weryfikację SSL przez UPS na serwerze Magento"
"Error #%s : %s","Błąd #%s: %s"
"Error #%s : %s (%s)","Błąd #%s: %s (%s)"
"Error #%s: %s","Błąd #%s: %s"
"Europack","Europack"
"Europe First Priority","Europe First Priority"
"Exchange rate %s (Base Currency) -> %s not found. DHL method %s skipped","Kurs wymiany %s (podstawowa waluta)  -> %s nie znaleziono. Metoda DHL %s pominięta"
"Express","Ekspres"
"Express 10:30","Ekspres 10:30"
"Express 10:30 AM","Ekspress 10:30 przed południem"
"Express 12:00","Ekspres 12:00"
"Express 9:00","Ekspres 9:00"
"Express Mail","Express Mail"
"Express Saturday","Ekspres sobotniTRANSLATE_THIS"
"Express Saver","Express Saver"
"Express easy","Łatwy ekspres"
"Express envelope","Ekspresowa koperta"
"Express worldwide","Ekspres międzynarodowy"
"Failed to parse xml document: %s","Nie udało się sparsować dokumentu: %s"
"FedEx","FedEx"
"FedEx 10kg Box","FedEx 10kg Box"
"FedEx 25kg Box","FedEx 25kg Box"
"FedEx Box","FedEx Box"
"FedEx Envelope","FedEx Envelope"
"FedEx Pak","FedEx Pak"
"FedEx Tube","FedEx Tube"
"First Overnight","First Overnight"
"First-Class","First-Class"
"First-Class Mail International Large Envelope","First-Class Mail International Large Envelope"
"First-Class Mail International Letter","First-Class Mail International Letter"
"First-Class Mail International Postcard","First-Class Mail International Postcard"
"First-Class Mail Large Envelope","First-Class Mail Large Envelope"
"First-Class Mail Large Postcards","First-Class Mail Large Postcards"
"First-Class Mail Letter","First-Class Mail Letter"
"First-Class Mail Parcel","First-Class Mail Parcel"
"First-Class Mail Postcards","First-Class Mail Large PostcardsFirst-Class Mail Postcards"
"First-Class Package International Service","First-Class Package International Service"
"First-Class Package Service","First-Class Package Service"
"First-Class Package Service Hold For Pickup","First-Class Package Service Hold For Pickup"
"Flat","Płaski"
"Flat-Rate Box","Pudełko - płaska stawka"
"Flat-Rate Envelope","Koperta - płaska stawka"
"Free Method","Darmowa metoda"
"Free Shipping with Minimum Order Amount","Darmowa dostawa z minimalną ilością zamówienia"
"Freight","Dostawa"
"Freight worldwide","Dostawa międzynarodowa"
"Gateway URL","URL bramki"
"Gateway XML URL","Adres URL do usługi XML"
"Gift","Prezent"
"Girth","Girth"
"Global Express Guaranteed (GXG)","Global Express Guaranteed (GXG)"
"Global Express Guaranteed Document","Global Express Guaranteed Document"
"Global Express Guaranteed Non-Document Non-Rectangular","Global Express Guaranteed Non-Document Non-Rectangular"
"Global Express Guaranteed Non-Document Rectangular","Global Express Guaranteed Non-Document Rectangular"
"Globalmail business","Globalmail business"
"Ground","Naziemny"
"Ground Commercial","Naziemny komercyjny"
"Ground Residential","Naziemny do miejsca zamieszkania"
"Handling Applied","Wliczono koszty manipulacyjne"
"Handling Fee","Opłata manipulacyjna"
"Height","Wysokość"
"Height, width and length should be equal or greater than %s","Wysokość, szerokość i długość powinny być równe lub większe niż %s "
"Home Delivery","Dostawa do domu"
"Hub ID","Hub ID"
"Inches","Cale"
"Indirect","Niebezpośrednia"
"International Economy","Ekonomiczna międzynarodowa"
"International Express","Ekspres międzynarodowy"
"International First","International First"
"International Ground","International Ground"
"International Priority","International Priority"
"International Shipment Days","Dni przesyłki międzynarodowej"
"Intl Economy Freight","Intl Economy Freight"
"Intl Priority Freight","Intl Priority Freight"
"Jetline","Jetline"
"Jumbo box","Jumbo box"
"Key","Klucz"
"Kilograms","Kilogramy"
"Large","Duży"
"Large Express Box","Duże pudełko ekspresowe"
"Length","Długość"
"Letter","List"
"Library","Library"
"Library Mail","Library Mail"
"Live","Produkcja"
"Machinable","Automatyczne pakowanie"
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maksymalna waga paczki (proszę skonsultować z kurierem maksymalną dopuszczalną wagę paczki)"
"Media Mail","Media Mail"
"Medical express","Ekspres medyczny"
"Medium Express Box","Średnie pudełko ekspresowe"
"Merchandise","Dobra handlowe"
"Meter Number","Numer metryczny"
"Minimum Order Amount for Free Shipping","Minimalna wielkość zamówienia dla darmowej dostawy"
"Minimum Package Weight (Please consult your shipping carrier for minimum supported shipping weight)","Minimalna waga paczki (proszę skonsultować z kurierem maksymalną dopuszczalną wagę paczki)"
"Mode","Tryb"
"National Freight","National Freight"
"Next Afternoon","Kolejne popołudnie"
"Next Day Air","Next Day Air"
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Intra (Puerto Rico)"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver"
"No","Nie"
"No packages for request","Brak paczki dla tego zapytania"
"Non Documents","Inne niż dokumenty"
"Non documents","Inne niż dokumenty"
"Non-rectangular","Nie prostokątny"
"None","Brak"
"Not Required","Niewymagane"
"Order","Zamówienie"
"Order #%s","Zamówienie nr %s"
"Origin of the Shipment","Pochodzenie dostawy"
"Origin serviceAreaCode is missing","Brak serviceAreaCode pochodzenia"
"Other","Inne"
"Others","Inne"
"PAK","PAK"
"Package","Paczka"
"Package Description","Opis paczki"
"Package content is missing","Brak zawartości paczki"
"Packages Request Type","Typ zapytania o paczkę"
"Packaging","Opakowanie"
"Pallet","Paleta"
"Parcel","Paczka"
"Parcel Post","Paczka pocztowa"
"Password","Hasło"
"Pickup Method","Metoda odbioru"
"Piece Id barcode is missing","Brakujący kod kreskowy produktu"
"Piece number information is missing","Brakująca informacja o numerze produktu"
"Please make sure to use only digits here. No dashes are allowed.","Proszę używać tutaj tylko cyfry. Kreski nie są dozwolone."
"Please, specify origin country","Proszę o wybór kraju pochodzenia"
"Pounds","Funty"
"Priority Mail","Poczta priorytetowa"
"Priority Mail Express","Priority Mail Express"
"Priority Mail Express Flat Rate Boxes","Priority Mail Express Flat Rate Boxes"
"Priority Mail Express Flat Rate Boxes Hold For Pickup","Priority Mail Express Flat Rate Boxes Hold For Pickup"
"Priority Mail Express Flat Rate Envelope","Priority Mail Express Flat Rate Envelope"
"Priority Mail Express Flat Rate Envelope Hold For Pickup","Priority Mail Express Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Hold For Pickup","Priority Mail Express Hold For Pickup"
"Priority Mail Express International","Priority Mail Express International"
"Priority Mail Express International Flat Rate Boxes","Priority Mail Express International Flat Rate Boxes"
"Priority Mail Express International Flat Rate Envelope","Priority Mail Express International Flat Rate Envelope"
"Priority Mail Express International Legal Flat Rate Envelope","Priority Mail Express International Legal Flat Rate Envelope"
"Priority Mail Express International Padded Flat Rate Envelope","Priority Mail Express International Padded Flat Rate Envelope"
"Priority Mail Express Legal Flat Rate Envelope","Priority Mail Express Legal Flat Rate Envelope"
"Priority Mail Express Legal Flat Rate Envelope Hold For Pickup","Priority Mail Express Legal Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Padded Flat Rate Envelope","Priority Mail Express Padded Flat Rate Envelope"
"Priority Mail Express Padded Flat Rate Envelope Hold For Pickup","Priority Mail Express Padded Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Sunday/Holiday Delivery","Priority Mail Express Sunday/Holiday Delivery"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes","Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope"
"Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope"
"Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope"
"Priority Mail Flat Rate Envelope","Priority Mail Flat Rate Envelope"
"Priority Mail Flat Rate Envelope Hold For Pickup","Priority Mail Flat Rate Envelope Hold For Pickup"
"Priority Mail Gift Card Flat Rate Envelope","Priority Mail Gift Card Flat Rate Envelope"
"Priority Mail Gift Card Flat Rate Envelope Hold For Pickup","Priority Mail Gift Card Flat Rate Envelope Hold For Pickup"
"Priority Mail Hold For Pickup","Priority Mail Hold For Pickup"
"Priority Mail International","Priority Mail International"
"Priority Mail International DVD Flat Rate priced box","Priority Mail International DVD Flat Rate priced box"
"Priority Mail International Flat Rate Envelope","Priority Mail International Flat Rate Envelope"
"Priority Mail International Gift Card Flat Rate Envelope","Priority Mail International Gift Card Flat Rate Envelope"
"Priority Mail International Large Flat Rate Box","Priority Mail International Large Flat Rate Box"
"Priority Mail International Large Video Flat Rate priced box","Priority Mail International Large Video Flat Rate priced box"
"Priority Mail International Legal Flat Rate Envelope","Priority Mail International Legal Flat Rate Envelope"
"Priority Mail International Medium Flat Rate Box","Priority Mail International Medium Flat Rate Box"
"Priority Mail International Padded Flat Rate Envelope","Priority Mail International Padded Flat Rate Envelope"
"Priority Mail International Small Flat Rate Box","Priority Mail International Small Flat Rate Box"
"Priority Mail International Small Flat Rate Envelope","Priority Mail International Small Flat Rate Envelope"
"Priority Mail International Window Flat Rate Envelope","Priority Mail International Window Flat Rate Envelope"
"Priority Mail Large Flat Rate Box","Priority Mail Large Flat Rate Box"
"Priority Mail Large Flat Rate Box Hold For Pickup","Priority Mail Large Flat Rate Box Hold For Pickup"
"Priority Mail Legal Flat Rate Envelope","Priority Mail Legal Flat Rate Envelope"
"Priority Mail Legal Flat Rate Envelope Hold For Pickup","Priority Mail Legal Flat Rate Envelope Hold For Pickup"
"Priority Mail Medium Flat Rate Box","Priority Mail Medium Flat Rate Box"
"Priority Mail Medium Flat Rate Box Hold For Pickup","Priority Mail Medium Flat Rate Box Hold For Pickup"
"Priority Mail Padded Flat Rate Envelope","Priority Mail Padded Flat Rate Envelope"
"Priority Mail Padded Flat Rate Envelope Hold For Pickup","Priority Mail Padded Flat Rate Envelope Hold For Pickup"
"Priority Mail Regional Rate Box A","Priority Mail Regional Rate Box A"
"Priority Mail Regional Rate Box A Hold For Pickup","Priority Mail Regional Rate Box A Hold For Pickup"
"Priority Mail Regional Rate Box B","Priority Mail Regional Rate Box B"
"Priority Mail Regional Rate Box B Hold For Pickup","Priority Mail Regional Rate Box B Hold For Pickup"
"Priority Mail Regional Rate Box C","Priority Mail Regional Rate Box C"
"Priority Mail Regional Rate Box C Hold For Pickup","Priority Mail Regional Rate Box C Hold For Pickup"
"Priority Mail Small Flat Rate Box","Priority Mail Small Flat Rate Box"
"Priority Mail Small Flat Rate Box Hold For Pickup","Priority Mail Small Flat Rate Box Hold For Pickup"
"Priority Mail Small Flat Rate Envelope","Priority Mail Small Flat Rate Envelope"
"Priority Mail Small Flat Rate Envelope Hold For Pickup","Priority Mail Small Flat Rate Envelope Hold For Pickup"
"Priority Mail Window Flat Rate Envelope","Priority Mail Window Flat Rate Envelope"
"Priority Mail Window Flat Rate Envelope Hold For Pickup","Priority Mail Window Flat Rate Envelope Hold For Pickup"
"Priority Overnight","Priorytet na drugi dzień"
"Product content code is invalid","Kod zawartości produktu jest nieprawidłowy"
"Product name is missing","Brak nazwy produktu"
"Receiver","Odbiorca"
"Rectangular","Prostokątny"
"Reference code is missing","Brak kodu referencyjnego"
"Regular","Standardowy"
"Regular Pickup","Standardowy odbiór"
"Request Courier","Zamów kuriera"
"Required","Wymagane"
"Required for negotiated rates; 6-character UPS.","Wymagane dla negocjowalnych stawek; 6-znakowy UPS."
"Residential","Rezydencyjny"
"Residential Delivery","Doręczenie rezydencyjne"
"Response is in the wrong format","Odpowiedź ma niepoprawny format"
"Return","Zwrot"
"Round","Zaokrąglenie"
"Routing barcode is missing","Brakuje kodu kreskowego przekierowania"
"Same day","Ten sam dzień"
"Sample","próbka"
"Sandbox Mode","Tryb testowy"
"Second Day Service","Usługa na drugi dzień"
"Secure Gateway URL","URL bezpiecznej bramki"
"Secureline","Secureline"
"Sender","Nadawca"
"Sender city info is missing","Brakuje informacji o mieście nadawcy"
"Sender contact name is missing","Brakuje informacji o imieniu nadawcy"
"Sender country info is missing","Brakuje informacji o kraju nadawcy"
"Service type does not match","Typ usługi nie zgadza się"
"Ship to Applicable Countries","Dostawa do stosownych krajów"
"Ship to Specific Countries","Dostawa do wybranych krajów"
"Shipment Contains Hazardous Materials","Dostawa zawiera materiały niebezpieczne"
"Shipment Dutiable","Dostawa wymaga oclenia"
"Shipment Duty Payment Type","Typ płatności cła dostawy"
"Shipment Type","Typ dostawy"
"Shipment is not available.","Dostawa nie jest dostępna."
"Shipment picked up","Dostawa odebrana"
"Shipper Number","Numer dostawcy"
"Shipping Accept XML URL","URL XML akceptowania dostawy"
"Shipping Confirm XML URL","URL XML potwierdzenia dostawy"
"Shipping Key","Klucz dostawcy"
"Shipping Key (International)","Klucz dostawcy (międzynarodowy)"
"Show Method if Not Applicable","Pokaż metodę jeśli niedostępna"
"Signature Required","Wymagany podpis"
"Size","Wielkość"
"Small Express Box","Małe pudełko ekspresowe"
"Smart Post","Sprytna poczta"
"Sort Order","Kolejność sortowania"
"Specific","Wybrane"
"Sprintline","Sprintline"
"Standard Overnight","Standard na drugi dzień"
"Standard Post","Standard Post"
"Station","Stacja"
"Subtotal","Suma częściowa"
"Subtotal With Discount","Suma częściowa ze zniżką"
"The field is applicable if the Smart Post method is selected.","To pole ma zastosowanie jeśli wybrano metodę Smart Post."
"The response is in wrong format.","Odpowiedź ma niepoprawny format."
"There is no available method for selected shipping address.","Metoda nie jest dostępna dla wybranego adresu dostawy."
"There is no items in this order","Brak produktów w tym zamówieniu"
"Third Party","Zewnętrzny"
"Title","Tytuł"
"To Lower","Do małych liter"
"To Upper","Do wielkich liter"
"Tracking XML URL","URL do pliku XML służącego do śledzenia przesyłki"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Early A.M."
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Next Day Air Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air"
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Dedicated Courrier"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Express Saver"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Type","Typ UPS"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS Worldwide Saver","UPS Worldwide Saver"
"USPS","USPS"
"USPS GXG Envelopes","USPS GXG Envelopes"
"Unable to retrieve tracking","Nie udało się pobrać informacji o śledzeniu przesyłki"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Nieznany błąd"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Używane tylko jeśli ""Wartość dodatkowej ochrony"" jest ustawiona na ""Konfiguracja"". Może zawierać tylko cyfrowe wartości."
"User ID","ID użytkownika"
"Variable","Zmienna"
"Waybill barcode information is missing","Brakuje kodu kreskowego Waybill"
"Weight Unit","Jednostka wagi"
"Weight unit is invalid","Jednosta wagi jest nieprawidłowa"
"Width","Szerokość"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Plus Letter"
"Wrong Content Type.","Nieprawidłowy typ zawartości."
"Wrong Region.","Nieprawidłowy region."
"Yes","Tak"
"Your Packaging","Własne opakowanie"
"Zero shipping charge for '%s'","Zerowe opłaty dostawy dla '%s'"
"cm","cm"
"inch","Cal"
